id,date,text
537,1776-01-28,We have found a Bed of yellow Ocre in this Town. I got 1200 Wt.   9      We make Spanish Brown by burning the yellow Ocre.
538,1776-01-29,Rode to  Springfield dined at Scotts. Heard that the Cannon Kingsbridge  in N. York were spiked up. That dry Goods English Good were sent  round to  N. York from  Boston and from  N. York sold all over  N.E. and sent down to Camp. That Tryon has issued Writs for the  Choice of a new Assembly and that the Writs were likely to b obeyed and the  Tories were likely to carry a Majority of Members.   10  [  --  ]   11    
539,1776-02-01,Prevent the Exportation of Silver and Gold.   8    
540,1776-02-18,3. Jer. 12. Go proclaim these Words towards the North. Return thou  backsliding  Israel and I will not cause my anger to fall upon you for I am  merciful and will not be angry forever.   9    
541,1776-03-01,The Colonies are now much more warlike and powerfull than they were during the last War. A martial  Spirit has seized all the Colonies. They are much improved in Skill and  Discipline. They have now a large standing Army. They have many good officers.  They abound in Provisions. They are in the Neighbourhood of the  W.I. A British Fleet and Army united with an  American Fleet and Army and supplied with Provisions and other Necessaries  from America might conquer all the french Islands in the  W.I. in six Months and   12      a  little less more Time than that would be required to destroy all  their Marine and Commerce.   13    
542,1776-03-04,It is the same with Communities. They ought to resent and to punish.   14    
543,1776-04-01,Mr. Lynch Junr. at        [ -- see   ]    [  -- ]
544,1776-09-10,Took with me to  N.Y. 51 dollars and 5s. 8d. Pen. Currency in Change.   12    
546,1776-10-13,Sat out from Phyladelphia toward  Boston oated at  the Red Lyon dined at Bristol crossed  Trenton ferry long before Sun set drank Coffee at the Ferry  House on the East Side of  Delaware where I putt up -- partly to  avoid riding in the Evening Air and partly because 30 miles is enough for the  first day as my Tendons are delicate not having been once on Horse back since  the Eighth day of last February.   13  [  --  ]   14  [  --  ]   15      [ Following s contain notes on French grammar and  vocabulary. ]  [ -- see   ]   16      [ -- see   ]   17      [ -- see   ]   18      [ -- see   ]   19      [ -- see   ]   20      [ -- see   ]   21      [ -- see   ]   22      [ -- see   ]   23      [ -- see   ]   24      [ -- see   ]   25      [ -- see   ]   26      [ -- see   ]   27      [ -- see   ]   28      [ -- see   ]   29      [ -- see   ]   30      [ -- see   ]   31      [ -- see   ]   32      [ -- see   ]   33      [ -- see   ]   34  [  --  ]   35      [ -- see   ]   36      [ -- see   ]   37      [ -- see   ]   38      [ -- see   ]   39      [ -- see   ]   40      [ -- see   ]   41      [ -- see   ]   42      [ -- see   ]   43      [ -- see   ]   44      [ -- see   ]   45      [ -- see   ]   46      [ -- see   ]   47      [ -- see   ]   48      [ -- see   ]   49      [ -- see   ]   50      [ -- see   ]   51      [ -- see   ]   52      [ -- see   ]   53  [  --  ]  s 54 - 57  [ s -- no s available ]   58    
547,1777-02-06,The Congress sits in the last House at the West End of  Market Street on the South Side of the Street. A long Chamber  with two fire Places two large Closets and two Doors. The House belongs to a  Quaker who built it for a Tavern.
548,1777-02-07,The whole Family profess great Zeal in the American Cause. Mr.  Lux lives like a Prince.
549,1777-02-08,Dined at the Presidents with Mr.  Lux Messrs. Samuel and Robert  Purveyance Capt.  Nicholson of the Maryland Frigate [the  Virginia] Coll. Harrison  Wilson Mr. Hall -- upon  New England Salt fish. The Weather was rainy and the Streets  the muddiest I ever saw. -- This is the dirtyest  Place in the World -- our  Salem and  Portsmouth are neat in Comparison. The Inhabitants however are  excusable because they had determined to pave the Streets before this War came  on since which they have laid the Project aside as they are accessible to Men  of War. This Place is not incorporated. It is neither a City Town nor  Burrough so that they can do nothing with  Authority.   3    
550,1777-02-09,On my Return I stopped and drank Tea at Captn.  Smiths a Gentleman of the new Assembly.   4    
551,1777-02-16,Last Evening I supped with my Friends Dr. Rush and  Mr. Sergeant at Mrs. 's over the Bridge.  The two Coll.  Lees Dr. Witherspoon Mr.  Adams Mr. Gerry Dr. Brownson made  the Company. They have a Fashion in this Town of reversing the Picture of  King G. 3d in such Families as have it. One of these Topsy  Turvy Kings was hung up in the Room where we supped and under it were written  these Lines by Mr. Throop as we were told.  Behold the Man who had it in his Power  To make a Kingdom tremble and adore  Intoxicate with Folly See his Head  Plac'd where the meanest of his Subjects tread  Like Lucifer the giddy Tyrant fell  He lifts his Heel to Heaven but points his Head to Hell.
552,1777-02-17,Mr. H. [Hancock] told C.W.  [Colonel Whipple?] Yesterday that he had  determined to go to  Boston in April. Mrs. H. was not willing to go  till May but Mr. H. was determined upon April. -- Perhaps the  Choice of a Governor may come on in May... What aspiring little Creatures we  are! -- how subtle sagacious and judicious this Passion is! how clearly it  sees its object how constantly it pursues it and what wise Plans it devises  for obtaining it!
553,1777-02-21,This Morning received a long Card from Mr.  H. expressing great Resentment about fixing the Magazine at  Brookfield against the Book  binder and the General. The Complaisance to  me and the Jealousy for the  Massachusetts in this   6      Message indicate to me the  same Passion and the same design with the journey to  B. [Boston] in April.
554,1777-02-23,The Manners of  Maryland are somewhat peculiar. They have but few Merchants.  They are chiefly Planters and Farmers. The Planters are those who raise Tobacco  and the Farmers such as raise Wheat &c. The Lands are cultivated and all  Sorts of Trades are exercised by Negroes or by transported Convicts which has  occasioned the Planters and Farmers to assume the Title of Gentlemen and they  hold their Negroes and Convicts that is all labouring People and Tradesmen in such Contempt that  they think themselves a distinct order of Beings. Hence they never will suffer  their Sons to labour or learn any Trade but they  bring them up in Idleness or what is worse in Horse Racing Cock fighting and  Card Playing.   8    
555,1777-02-28,The object of the Men of Property here the Planters &c. is  universally Wealth. Every Way in the World is sought to get and save Money.  Landjobbers -- Speculators in Land -- [  ] little  Generosity to the Public -- little public Spirit.
556,1777-09-15,We live in critical Moments! Mr. Howes Army is at  Middleton and  Concord. Mr. Washingtons upon the  Western Banks of Schuylkill a few Miles from him. I saw this  Morning an excellent Chart of the  Schuylkill  Chester River  the Brandywine and this whole Country among the  Pensilvania Files. This City is the Stake for which the Game is  playd. I think there is a Chance for saving it  although the Probability is against Us. Mr. Howe I conjecture  is waiting for his Ships to come into  the Delaware. Will W. attack him? I hope so --  and God grant him Success.   10    
557,1777-09-16,It is reported too that Mr. How lost great Numbers in the  Battle of  the Brandywine.
558,1777-09-18,This Dispensation will save Us much Altercation.   13    
559,1777-09-19,Mr. Merchant and myself arose sent for our Horses and  after collecting our Things rode off after the others. Breakfasted at  Bristol where were many Members determined to go the  Newtown Road to  Reading. We rode to  Trenton where We dined. Coll. Harrison  Dr. Witherspoon all the Delegates from  N.Y. and  N.E. except Gerry and Lovell.  Drank Tea at Mr. Spencers lodged at Mr. S.  Tuckers at his kind Invitation.
560,1777-09-20,Mrs. Tucker has about 1600 st. in some of the Funds  in  England which she is in fear of loosing. She is accordingly  passionately wishing for Peace and that the Battle was fought once for all  c. Says that private Property will be plundered where there is an Army   15      whether of Friends or Enemies. That if the two opposite  Armys were to come here alternately ten times she  would stand by her Property untill she should be  kill'd. If she must be a Beggar it should be where  she was known &c. This kind of Conversation shews  plainly enough how well she is pleased with the State of Things.
561,1777-09-21,We have as good a Cause as ever was fought for. We have great Resources.  The People are well tempered. One active masterly Capacity would bring order  out of this Confusion and save this Country.
562,1777-09-22,Breakfasted at Ringolds in  Quaker Town dined at Shannons in  Easton at the Forks slept at Johnsons in  Bethlehem.
563,1777-09-23,Then the Fullers Mill both of Cloth and Leather the Dyers House and the  Shearers House. They raise a great deal of Madder. We walked among the  Rowes of Cherry Trees with spacious orchards of Apple  Trees on each Side of the Cherry Walk. The Society of Single Men have turned  out for the sick.
564,1777-09-24,Fine Morning. We all went to Meeting last Evening where Mr.  Edwine gave the People a short discourse in German and the  Congregation sung and the organ playd. There were  about 200 Women and as many Men. The Women sat together in one Body and the Men  in another. The Women dressed all alike. The Womens Heads resembled a Garden of  white Cabbage Heads.   20    
565,1777-09-25,Rode from  Bethlehem through  Allan Town Yesterday to a German Tavern about 18 Miles from  Reading. Rode this Morning to  Reading where We breakfasted and heard for certain that  Mr. Howes Army had crossed  the Schuylkill. Coll. Hartley gave me an  Account of the late Battle between the Enemy and General  Wayne. Hartley thinks that the Place was improper for  Battle and that there ought to have been a Retreat.   21    
566,1777-11-17,Dined at Brewsters in  Orange County State of New York. Brewsters  Grandfather as he tells me was a Clergyman and one of the first  Adventurers to  Plymouth. He died at 95 Years of Age a Minister on  Long Island left a son who lived to be above 80 and died  leaving my Landlord a son who is now I believe between 60 and 70.   23      The Manners of this Family are exactly like those of the  N.E. People. A decent Grace before and after  Meat -- fine Pork and Beef and Cabbage and Turnip.
